name,L1
train_0114.wav,ITA
train_0115.wav,GER
train_0116.wav,FRE
train_0117.wav,FRE
train_0118.wav,ARA
train_0119.wav,ITA
train_0120.wav,KOR
train_0121.wav,TEL
train_0122.wav,HIN
train_0123.wav,TEL
train_0124.wav,GER
train_0125.wav,CHI
train_0126.wav,SPA
train_0127.wav,JPN
train_0128.wav,ARA
train_0129.wav,TUR
train_0130.wav,ARA
train_0131.wav,GER
train_0132.wav,SPA
train_0133.wav,HIN
train_0134.wav,HIN
train_0135.wav,TUR
train_0136.wav,TUR
train_0137.wav,TUR
train_0138.wav,HIN
train_0139.wav,TUR
train_0140.wav,SPA
train_0141.wav,ARA
train_0142.wav,JPN
train_0143.wav,KOR
train_0144.wav,ITA
train_0145.wav,SPA
train_0146.wav,TEL
train_0147.wav,TEL
train_0148.wav,CHI
train_0149.wav,FRE
train_0150.wav,HIN
train_0151.wav,JPN
train_0152.wav,TUR
train_0153.wav,HIN
train_0154.wav,TEL
train_0155.wav,TEL
train_0156.wav,CHI
train_0157.wav,ARA
train_0158.wav,CHI
train_0159.wav,ITA
train_0160.wav,SPA
train_0161.wav,CHI
train_0162.wav,JPN
train_0163.wav,ITA
train_0164.wav,JPN
train_0165.wav,ARA
train_0166.wav,CHI
train_0167.wav,SPA
train_0168.wav,KOR
train_0169.wav,FRE
train_0170.wav,ITA
train_0171.wav,JPN
train_0172.wav,KOR
train_0173.wav,TEL
train_0174.wav,TEL
train_0175.wav,KOR
train_0176.wav,KOR
train_0177.wav,GER
train_0178.wav,ARA
train_0179.wav,TEL
train_0180.wav,TUR
train_0181.wav,ARA
train_0182.wav,ITA
train_0183.wav,SPA
train_0184.wav,GER
train_0185.wav,SPA
train_0186.wav,TEL
train_0187.wav,JPN
train_0188.wav,ITA
train_0189.wav,JPN
train_0190.wav,ITA
train_0191.wav,SPA
train_0192.wav,ITA
train_0193.wav,TUR
train_0194.wav,SPA
train_0195.wav,TUR
train_0196.wav,TEL
train_0197.wav,ITA
train_0198.wav,TEL
train_0199.wav,KOR
train_0200.wav,TUR
train_0201.wav,FRE
train_0202.wav,FRE
train_0203.wav,ARA
train_0204.wav,JPN
train_0205.wav,ITA
train_0206.wav,ARA
train_0207.wav,JPN
train_0208.wav,FRE
train_0209.wav,ITA
train_0210.wav,TEL
train_0211.wav,HIN
train_0212.wav,GER
train_0213.wav,ARA
train_0214.wav,TUR
train_0215.wav,TUR
train_0216.wav,HIN
train_0217.wav,TEL
train_0218.wav,TUR
train_0219.wav,CHI
train_0220.wav,TUR
train_0221.wav,SPA
train_0222.wav,HIN
train_0223.wav,TUR
train_0224.wav,ITA
train_0225.wav,TUR
train_0226.wav,HIN
train_0227.wav,TUR
train_0228.wav,TEL
train_0229.wav,SPA
train_0230.wav,ITA
train_0231.wav,FRE
train_0232.wav,HIN
train_0233.wav,SPA
train_0234.wav,HIN
train_0235.wav,ARA
train_0236.wav,FRE
train_0237.wav,TEL
train_0238.wav,KOR
train_0239.wav,ITA
train_0240.wav,ITA
train_0241.wav,ARA
train_0242.wav,CHI
train_0243.wav,JPN
train_0244.wav,CHI
train_0245.wav,SPA
train_0246.wav,CHI
train_0247.wav,GER
train_0248.wav,GER
train_0249.wav,HIN
train_0250.wav,HIN
train_0251.wav,SPA
train_0252.wav,GER
train_0253.wav,TEL
train_0254.wav,TEL
train_0255.wav,KOR
train_0256.wav,HIN
train_0257.wav,FRE
train_0258.wav,TUR
train_0259.wav,SPA
train_0260.wav,JPN
train_0261.wav,CHI
train_0262.wav,HIN
train_0263.wav,ARA
train_0264.wav,SPA
train_0265.wav,TUR
train_0266.wav,ARA
train_0267.wav,JPN
train_0268.wav,TUR
train_0269.wav,CHI
train_0270.wav,TUR
train_0271.wav,TUR
train_0272.wav,TUR
train_0273.wav,TUR
train_0274.wav,SPA
train_0275.wav,TEL
train_0276.wav,ARA
train_0277.wav,TEL
train_0278.wav,FRE
train_0279.wav,KOR
train_0280.wav,HIN
train_0281.wav,KOR
train_0282.wav,TUR
train_0283.wav,JPN
train_0284.wav,TEL
train_0285.wav,SPA
train_0286.wav,ITA
train_0287.wav,TEL
train_0288.wav,ITA
train_0289.wav,TEL
train_0290.wav,JPN
train_0291.wav,HIN
train_0292.wav,TUR
train_0293.wav,KOR
train_0294.wav,TUR
train_0295.wav,SPA
train_0296.wav,ARA
train_0297.wav,ARA
train_0298.wav,ITA
train_0299.wav,GER
train_0300.wav,TEL
train_0301.wav,GER
train_0302.wav,ITA
train_0303.wav,TUR
train_0304.wav,ITA
train_0305.wav,FRE
train_0306.wav,FRE
train_0307.wav,JPN
train_0308.wav,GER
train_0309.wav,TUR
train_0310.wav,ARA
train_0311.wav,GER
train_0312.wav,CHI
train_0313.wav,TUR
train_0314.wav,ARA
train_0315.wav,JPN
train_0316.wav,ITA
train_0317.wav,GER
train_0318.wav,SPA
train_0319.wav,JPN
train_0320.wav,TUR
train_0321.wav,TEL
train_0322.wav,GER
train_0323.wav,HIN
train_0324.wav,HIN
train_0325.wav,FRE
train_0326.wav,CHI
train_0327.wav,SPA
train_0328.wav,SPA
train_0329.wav,KOR
train_0330.wav,JPN
train_0331.wav,FRE
train_0332.wav,CHI
train_0333.wav,HIN
train_0334.wav,HIN
train_0335.wav,ITA
train_0336.wav,ITA
train_0337.wav,GER
train_0338.wav,ARA
train_0339.wav,HIN
train_0340.wav,CHI
train_0341.wav,HIN
train_0342.wav,FRE
train_0343.wav,JPN
train_0344.wav,HIN
train_0345.wav,FRE
train_0346.wav,GER
train_0347.wav,ITA
train_0348.wav,KOR
train_0349.wav,JPN
train_0350.wav,HIN
train_0351.wav,TEL
train_0352.wav,GER
train_0353.wav,SPA
train_0354.wav,GER
train_0355.wav,KOR
train_0356.wav,KOR
train_0357.wav,SPA
train_0358.wav,TEL
train_0359.wav,GER
train_0360.wav,TEL
train_0361.wav,TEL
train_0362.wav,ITA
train_0363.wav,KOR
train_0364.wav,CHI
train_0365.wav,JPN
train_0366.wav,SPA
train_0367.wav,CHI
train_0368.wav,GER
train_0369.wav,CHI
train_0370.wav,TEL
train_0371.wav,ARA
train_0372.wav,TUR
train_0373.wav,SPA
train_0374.wav,CHI
train_0375.wav,JPN
train_0376.wav,JPN
train_0377.wav,KOR
train_0378.wav,ARA
train_0379.wav,JPN
train_0380.wav,TUR
train_0381.wav,ITA
train_0382.wav,HIN
train_0383.wav,HIN
train_0384.wav,CHI
train_0385.wav,SPA
train_0386.wav,GER
train_0387.wav,TUR
train_0388.wav,KOR
train_0389.wav,ARA
train_0390.wav,HIN
train_0391.wav,JPN
train_0392.wav,KOR
train_0393.wav,TEL
train_0394.wav,KOR
train_0395.wav,KOR
train_0396.wav,TUR
train_0397.wav,KOR
train_0398.wav,ARA
train_0399.wav,GER
train_0400.wav,ARA
train_0401.wav,TEL
train_0402.wav,ARA
train_0403.wav,TUR
train_0404.wav,FRE
train_0405.wav,CHI
train_0406.wav,GER
train_0407.wav,TEL
train_0408.wav,ARA
train_0409.wav,TEL
train_0410.wav,ARA
train_0411.wav,GER
train_0412.wav,JPN
train_0413.wav,SPA
train_0414.wav,ARA
train_0415.wav,TEL
train_0416.wav,FRE
train_0417.wav,TUR
train_0418.wav,TEL
train_0419.wav,ARA
train_0420.wav,KOR
train_0421.wav,ITA
train_0422.wav,TUR
train_0423.wav,SPA
train_0424.wav,ITA
train_0425.wav,KOR
train_0426.wav,TUR
train_0427.wav,KOR
train_0428.wav,GER
train_0429.wav,CHI
train_0430.wav,CHI
train_0431.wav,FRE
train_0432.wav,HIN
train_0433.wav,TUR
train_0434.wav,HIN
train_0435.wav,FRE
train_0436.wav,TUR
train_0437.wav,ARA
train_0438.wav,ITA
train_0439.wav,KOR
train_0440.wav,KOR
train_0441.wav,ITA
train_0442.wav,KOR
train_0443.wav,GER
train_0444.wav,SPA
train_0445.wav,TEL
train_0446.wav,ARA
train_0447.wav,TUR
train_0448.wav,SPA
train_0449.wav,KOR
train_0450.wav,FRE
train_0451.wav,TEL
train_0452.wav,TEL
train_0453.wav,JPN
train_0454.wav,SPA
train_0455.wav,CHI
train_0456.wav,TEL
train_0457.wav,SPA
train_0458.wav,CHI
train_0459.wav,KOR
train_0460.wav,JPN
train_0461.wav,JPN
train_0462.wav,TEL
train_0463.wav,GER
train_0464.wav,HIN
train_0465.wav,TEL
train_0466.wav,SPA
train_0467.wav,TUR
train_0468.wav,FRE
train_0469.wav,KOR
train_0470.wav,HIN
train_0471.wav,JPN
train_0472.wav,SPA
train_0473.wav,KOR
train_0474.wav,TEL
train_0475.wav,ARA
train_0476.wav,JPN
train_0477.wav,TUR
train_0478.wav,ITA
train_0479.wav,GER
train_0480.wav,TEL
train_0481.wav,HIN
train_0482.wav,FRE
train_0483.wav,GER
train_0484.wav,TUR
train_0485.wav,KOR
train_0486.wav,TUR
train_0487.wav,ITA
train_0488.wav,ITA
train_0489.wav,ITA
train_0490.wav,ARA
train_0491.wav,ARA
train_0492.wav,HIN
train_0493.wav,KOR
train_0494.wav,CHI
train_0495.wav,TUR
train_0496.wav,TEL
train_0497.wav,SPA
train_0498.wav,TUR
train_0499.wav,HIN
train_0500.wav,SPA
train_0501.wav,ARA
train_0502.wav,HIN
train_0503.wav,SPA
train_0504.wav,ARA
train_0505.wav,JPN
train_0506.wav,ARA
train_0507.wav,KOR
train_0508.wav,KOR
train_0509.wav,KOR
train_0510.wav,KOR
train_0511.wav,TUR
train_0512.wav,FRE
train_0513.wav,GER
train_0514.wav,HIN
train_0515.wav,HIN
train_0516.wav,FRE
train_0517.wav,TUR
train_0518.wav,GER
train_0519.wav,ITA
train_0520.wav,ITA
train_0521.wav,GER
train_0522.wav,HIN
train_0523.wav,ARA
train_0524.wav,SPA
train_0525.wav,FRE
train_0526.wav,GER
train_0527.wav,SPA
train_0528.wav,CHI
train_0529.wav,ARA
train_0530.wav,FRE
train_0531.wav,TEL
train_0532.wav,TUR
train_0533.wav,CHI
train_0534.wav,TUR
train_0535.wav,ITA
train_0536.wav,FRE
train_0537.wav,GER
train_0538.wav,TEL
train_0539.wav,TEL
train_0540.wav,KOR
train_0541.wav,HIN
train_0542.wav,TUR
train_0543.wav,TUR
train_0544.wav,GER
train_0545.wav,HIN
train_0546.wav,KOR
train_0547.wav,KOR
train_0548.wav,SPA
train_0549.wav,ARA
train_0550.wav,SPA
train_0551.wav,KOR
train_0552.wav,FRE
train_0553.wav,SPA
train_0554.wav,ITA
train_0555.wav,TEL
train_0556.wav,ITA
train_0557.wav,KOR
train_0558.wav,CHI
train_0559.wav,TUR
train_0560.wav,HIN
train_0561.wav,HIN
train_0562.wav,ITA
train_0563.wav,KOR
train_0564.wav,CHI
train_0565.wav,ITA
train_0566.wav,GER
train_0567.wav,HIN
train_0568.wav,TUR
train_0569.wav,SPA
train_0570.wav,CHI
train_0571.wav,ARA
train_0572.wav,TEL
train_0573.wav,KOR
train_0574.wav,TUR
train_0575.wav,CHI
train_0576.wav,GER
train_0577.wav,HIN
train_0578.wav,JPN
train_0579.wav,TEL
train_0580.wav,CHI
train_0581.wav,JPN
train_0582.wav,SPA
train_0583.wav,TUR
train_0584.wav,HIN
train_0585.wav,SPA
train_0586.wav,FRE
train_0587.wav,JPN
train_0588.wav,KOR
train_0589.wav,KOR
train_0590.wav,SPA
train_0591.wav,ITA
train_0592.wav,SPA
train_0593.wav,ARA
train_0594.wav,JPN
train_0595.wav,JPN
train_0596.wav,GER
train_0597.wav,ITA
train_0598.wav,HIN
train_0599.wav,ITA
train_0600.wav,TEL
train_0601.wav,TUR
train_0602.wav,TUR
train_0603.wav,GER
train_0604.wav,TEL
train_0605.wav,FRE
train_0606.wav,HIN
train_0607.wav,JPN
train_0608.wav,ARA
train_0609.wav,TEL
train_0610.wav,GER
train_0611.wav,TEL
train_0612.wav,CHI
train_0613.wav,KOR
train_0614.wav,SPA
train_0615.wav,KOR
train_0616.wav,JPN
train_0617.wav,ITA
train_0618.wav,GER
train_0619.wav,JPN
train_0620.wav,ITA
train_0621.wav,JPN
train_0622.wav,KOR
train_0623.wav,JPN
train_0624.wav,GER
train_0625.wav,ARA
train_0626.wav,KOR
train_0627.wav,KOR
train_0628.wav,JPN
train_0629.wav,GER
train_0630.wav,SPA
train_0631.wav,ITA
train_0632.wav,FRE
train_0633.wav,ARA
train_0634.wav,FRE
train_0635.wav,KOR
train_0636.wav,HIN
train_0637.wav,HIN
train_0638.wav,CHI
train_0639.wav,HIN
train_0640.wav,SPA
train_0641.wav,FRE
train_0642.wav,ARA
train_0643.wav,CHI
train_0644.wav,TEL
train_0645.wav,CHI
train_0646.wav,CHI
train_0647.wav,CHI
train_0648.wav,KOR
train_0649.wav,TEL
train_0650.wav,SPA
train_0651.wav,SPA
train_0652.wav,CHI
train_0653.wav,FRE
train_0654.wav,JPN
train_0655.wav,FRE
train_0656.wav,JPN
train_0657.wav,JPN
train_0658.wav,KOR
train_0659.wav,TEL
train_0660.wav,GER
train_0661.wav,TUR
train_0662.wav,TUR
train_0663.wav,GER
train_0664.wav,GER
train_0665.wav,ITA
train_0666.wav,HIN
train_0667.wav,JPN
train_0668.wav,TUR
train_0669.wav,GER
train_0670.wav,FRE
train_0671.wav,FRE
train_0672.wav,TEL
train_0673.wav,TUR
train_0674.wav,SPA
train_0675.wav,KOR
train_0676.wav,KOR
train_0677.wav,FRE
train_0678.wav,ARA
train_0679.wav,ITA
train_0680.wav,JPN
train_0681.wav,TUR
train_0682.wav,CHI
train_0683.wav,HIN
train_0684.wav,HIN
train_0685.wav,HIN
train_0686.wav,ITA
train_0687.wav,GER
train_0688.wav,SPA
train_0689.wav,TUR
train_0690.wav,HIN
train_0691.wav,CHI
train_0692.wav,SPA
train_0693.wav,KOR
train_0694.wav,SPA
train_0695.wav,SPA
train_0696.wav,JPN
train_0697.wav,ARA
train_0698.wav,CHI
train_0699.wav,JPN
train_0700.wav,ARA
train_0701.wav,TUR
train_0702.wav,TUR
train_0703.wav,ARA
train_0704.wav,ARA
train_0705.wav,KOR
train_0706.wav,CHI
train_0707.wav,ITA
train_0708.wav,KOR
train_0709.wav,ITA
train_0710.wav,KOR
train_0711.wav,HIN
train_0712.wav,SPA
train_0713.wav,ITA
train_0714.wav,ITA
train_0715.wav,HIN
train_0716.wav,CHI
train_0717.wav,GER
train_0718.wav,JPN
train_0719.wav,ARA
train_0720.wav,TUR
train_0721.wav,HIN
train_0722.wav,ITA
train_0723.wav,SPA
train_0724.wav,HIN
train_0725.wav,TUR
train_0726.wav,TEL
train_0727.wav,SPA
train_0728.wav,TUR
train_0729.wav,SPA
train_0730.wav,HIN
train_0731.wav,ARA
train_0732.wav,JPN
train_0733.wav,CHI
train_0734.wav,HIN
train_0735.wav,HIN
train_0736.wav,ITA
train_0737.wav,GER
train_0738.wav,GER
train_0739.wav,KOR
train_0740.wav,ITA
train_0741.wav,TEL
train_0742.wav,GER
train_0743.wav,SPA
train_0744.wav,JPN
train_0745.wav,TUR
train_0746.wav,CHI
train_0747.wav,ITA
train_0748.wav,TUR
train_0749.wav,CHI
train_0750.wav,TUR
train_0751.wav,TUR
train_0752.wav,JPN
train_0753.wav,HIN
train_0754.wav,CHI
train_0755.wav,KOR
train_0756.wav,TEL
train_0757.wav,JPN
train_0758.wav,JPN
train_0759.wav,ITA
train_0760.wav,TUR
train_0761.wav,SPA
train_0762.wav,KOR
train_0763.wav,ARA
train_0764.wav,HIN
train_0765.wav,FRE
train_0766.wav,HIN
train_0767.wav,ITA
train_0768.wav,ITA
train_0769.wav,SPA
train_0770.wav,CHI
train_0771.wav,CHI
train_0772.wav,CHI
train_0773.wav,SPA
train_0774.wav,TEL
train_0775.wav,HIN
train_0776.wav,HIN
train_0777.wav,CHI
train_0778.wav,SPA
train_0779.wav,ARA
train_0780.wav,ARA
train_0781.wav,SPA
train_0782.wav,ARA
train_0783.wav,GER
train_0784.wav,GER
train_0785.wav,JPN
train_0786.wav,SPA
train_0787.wav,TUR
train_0788.wav,CHI
train_0789.wav,CHI
train_0790.wav,JPN
train_0791.wav,TUR
train_0792.wav,FRE
train_0793.wav,JPN
train_0794.wav,KOR
train_0795.wav,JPN
train_0796.wav,FRE
train_0797.wav,TUR
train_0798.wav,ARA
train_0799.wav,TUR
train_0800.wav,CHI
train_0801.wav,JPN
train_0802.wav,SPA
train_0803.wav,KOR
train_0804.wav,ITA
train_0805.wav,TEL
train_0806.wav,KOR
train_0807.wav,TEL
train_0808.wav,ARA
train_0809.wav,HIN
train_0810.wav,TEL
train_0811.wav,SPA
train_0812.wav,TEL
train_0813.wav,HIN
train_0814.wav,TEL
train_0815.wav,JPN
train_0816.wav,HIN
train_0817.wav,TUR
train_0818.wav,KOR
train_0819.wav,JPN
train_0820.wav,GER
train_0821.wav,CHI
train_0822.wav,SPA
train_0823.wav,ARA
train_0824.wav,TUR
train_0825.wav,GER
train_0826.wav,FRE
train_0827.wav,FRE
train_0828.wav,FRE
train_0829.wav,KOR
train_0830.wav,GER
train_0831.wav,JPN
train_0832.wav,GER
train_0833.wav,TUR
train_0834.wav,CHI
train_0835.wav,ITA
train_0836.wav,ARA
train_0837.wav,ARA
train_0838.wav,ITA
train_0839.wav,FRE
train_0840.wav,KOR
train_0841.wav,HIN
train_0842.wav,TEL
train_0843.wav,KOR
train_0844.wav,TUR
train_0845.wav,GER
train_0846.wav,HIN
train_0847.wav,ITA
train_0848.wav,JPN
train_0849.wav,GER
train_0850.wav,GER
train_0851.wav,TEL
train_0852.wav,TUR
train_0853.wav,CHI
train_0854.wav,FRE
train_0855.wav,TEL
train_0856.wav,GER
train_0857.wav,TUR
train_0858.wav,JPN
train_0859.wav,FRE
train_0860.wav,FRE
train_0861.wav,ARA
train_0862.wav,SPA
train_0863.wav,SPA
train_0864.wav,GER
train_0865.wav,TEL
train_0866.wav,TEL
train_0867.wav,JPN
train_0868.wav,SPA
train_0869.wav,TEL
train_0870.wav,TEL
train_0871.wav,ARA
train_0872.wav,ITA
train_0873.wav,HIN
train_0874.wav,KOR
train_0875.wav,FRE
train_0876.wav,SPA
train_0877.wav,ARA
train_0878.wav,HIN
train_0879.wav,TEL
train_0880.wav,TUR
train_0881.wav,SPA
train_0882.wav,FRE
train_0883.wav,SPA
train_0884.wav,KOR
train_0885.wav,SPA
train_0886.wav,TUR
train_0887.wav,ARA
train_0888.wav,ARA
train_0889.wav,FRE
train_0890.wav,HIN
train_0891.wav,JPN
train_0892.wav,SPA
train_0893.wav,CHI
train_0894.wav,HIN
train_0895.wav,ARA
train_0896.wav,FRE
train_0897.wav,KOR
train_0898.wav,HIN
train_0899.wav,JPN
train_0900.wav,FRE
train_0901.wav,GER
train_0902.wav,SPA
train_0903.wav,FRE
train_0904.wav,ARA
train_0905.wav,TUR
train_0906.wav,HIN
train_0907.wav,HIN
train_0908.wav,GER
train_0909.wav,TEL
train_0910.wav,SPA
train_0911.wav,JPN
train_0912.wav,ITA
train_0913.wav,TUR
train_0914.wav,TEL
train_0915.wav,ITA
train_0916.wav,HIN
train_0917.wav,JPN
train_0918.wav,CHI
train_0919.wav,GER
train_0920.wav,SPA
train_0921.wav,FRE
train_0922.wav,GER
train_0923.wav,ARA
train_0924.wav,ARA
train_0925.wav,TEL
train_0926.wav,ITA
train_0927.wav,ITA
train_0928.wav,FRE
train_0929.wav,JPN
train_0930.wav,TEL
train_0931.wav,JPN
train_0932.wav,HIN
train_0933.wav,GER
train_0934.wav,JPN
train_0935.wav,KOR
train_0936.wav,GER
train_0937.wav,TEL
train_0938.wav,ITA
train_0939.wav,ITA
train_0940.wav,TEL
train_0941.wav,ITA
train_0942.wav,GER
train_0943.wav,FRE
train_0944.wav,KOR
train_0945.wav,ITA
train_0946.wav,ARA
train_0947.wav,TUR
train_0948.wav,SPA
train_0949.wav,ARA
train_0950.wav,CHI
train_0951.wav,ITA
train_0952.wav,ITA
train_0953.wav,ARA
train_0954.wav,HIN
train_0955.wav,TEL
train_0956.wav,HIN
train_0957.wav,TEL
train_0958.wav,FRE
train_0959.wav,TEL
train_0960.wav,CHI
train_0961.wav,CHI
train_0962.wav,HIN
train_0963.wav,CHI
train_0964.wav,CHI
train_0965.wav,TUR
train_0966.wav,SPA
train_0967.wav,HIN
train_0968.wav,ITA
train_0969.wav,HIN
train_0970.wav,FRE
train_0971.wav,GER
train_0972.wav,CHI
train_0973.wav,HIN
train_0974.wav,JPN
train_0975.wav,JPN
train_0976.wav,KOR
train_0977.wav,GER
train_0978.wav,GER
train_0979.wav,SPA
train_0980.wav,FRE
train_0981.wav,GER
train_0982.wav,ARA
train_0983.wav,FRE
train_0984.wav,JPN
train_0985.wav,GER
train_0986.wav,GER
train_0987.wav,FRE
train_0988.wav,GER
train_0989.wav,CHI
train_0990.wav,HIN
train_0991.wav,FRE
train_0992.wav,TEL
train_0993.wav,KOR
train_0994.wav,TEL
train_0995.wav,CHI
train_0996.wav,TUR
train_0997.wav,HIN
train_0998.wav,ITA
train_0999.wav,ARA
train_1000.wav,FRE
train_1001.wav,TUR
train_1002.wav,JPN
train_1003.wav,TUR
train_1004.wav,FRE
train_1005.wav,CHI
train_1006.wav,FRE
train_1007.wav,CHI
train_1008.wav,TUR
train_1009.wav,FRE
train_1010.wav,JPN
train_1011.wav,JPN
train_1012.wav,GER
train_1013.wav,CHI
train_1014.wav,SPA
train_1015.wav,ARA
train_1016.wav,GER
train_1017.wav,TEL
train_1018.wav,TUR
train_1019.wav,FRE
train_1020.wav,ARA
train_1021.wav,GER
train_1022.wav,JPN
train_1023.wav,CHI
train_1024.wav,SPA
train_1025.wav,CHI
train_1026.wav,JPN
train_1027.wav,ITA
train_1028.wav,KOR
train_1029.wav,ARA
train_1030.wav,JPN
train_1031.wav,ARA
train_1032.wav,JPN
train_1033.wav,JPN
train_1034.wav,KOR
train_1035.wav,GER
train_1036.wav,SPA
train_1037.wav,TUR
train_1038.wav,TUR
train_1039.wav,ITA
train_1040.wav,GER
train_1041.wav,KOR
train_1042.wav,ARA
train_1043.wav,GER
train_1044.wav,CHI
train_1045.wav,CHI
train_1046.wav,FRE
train_1047.wav,TUR
train_1048.wav,HIN
train_1049.wav,SPA
train_1050.wav,JPN
train_1051.wav,SPA
train_1052.wav,HIN
train_1053.wav,FRE
train_1054.wav,ARA
train_1055.wav,SPA
train_1056.wav,TUR
train_1057.wav,GER
train_1058.wav,FRE
train_1059.wav,CHI
train_1060.wav,ARA
train_1061.wav,SPA
train_1062.wav,HIN
train_1063.wav,TUR
train_1064.wav,ITA
train_1065.wav,CHI
train_1066.wav,KOR
train_1067.wav,SPA
train_1068.wav,TEL
train_1069.wav,CHI
train_1070.wav,JPN
train_1071.wav,HIN
train_1072.wav,TEL
train_1073.wav,TEL
train_1074.wav,ARA
train_1075.wav,SPA
train_1076.wav,JPN
train_1077.wav,FRE
train_1078.wav,GER
train_1079.wav,FRE
train_1080.wav,CHI
train_1081.wav,JPN
train_1082.wav,FRE
train_1083.wav,TUR
train_1084.wav,JPN
train_1085.wav,SPA
train_1086.wav,ITA
train_1087.wav,ITA
train_1088.wav,TUR
train_1089.wav,ARA
train_1090.wav,HIN
train_1091.wav,GER
train_1092.wav,ARA
train_1093.wav,JPN
train_1094.wav,KOR
train_1095.wav,SPA
train_1096.wav,ARA
train_1097.wav,CHI
train_1098.wav,GER
train_1099.wav,TEL
train_1100.wav,TEL
train_1101.wav,FRE
train_1102.wav,GER
train_1103.wav,HIN
train_1104.wav,ARA
train_1105.wav,JPN
train_1106.wav,SPA
train_1107.wav,HIN
train_1108.wav,GER
train_1109.wav,ITA
train_1110.wav,TEL
train_1111.wav,SPA
train_1112.wav,ITA
train_1113.wav,TUR
train_1114.wav,FRE
train_1115.wav,ITA
train_1116.wav,JPN
train_1117.wav,TUR
train_1118.wav,KOR
train_1119.wav,TEL
train_1120.wav,JPN
train_1121.wav,CHI
train_1122.wav,CHI
train_1123.wav,ITA
train_1124.wav,FRE
train_1125.wav,CHI
train_1126.wav,TUR
train_1127.wav,FRE
train_1128.wav,JPN
train_1129.wav,FRE
train_1130.wav,TEL
train_1131.wav,FRE
train_1132.wav,JPN
train_1133.wav,HIN
train_1134.wav,TUR
train_1135.wav,GER
train_1136.wav,TEL
train_1137.wav,ITA
train_1138.wav,ARA
train_1139.wav,KOR
train_1140.wav,FRE
train_1141.wav,JPN
train_1142.wav,ITA
train_1143.wav,ITA
train_1144.wav,SPA
train_1145.wav,JPN
train_1146.wav,SPA
train_1147.wav,FRE
train_1148.wav,TUR
train_1149.wav,ITA
train_1150.wav,TEL
train_1151.wav,FRE
train_1152.wav,ARA
train_1153.wav,TUR
train_1154.wav,FRE
train_1155.wav,ITA
train_1156.wav,TUR
train_1157.wav,TEL
train_1158.wav,HIN
train_1159.wav,KOR
train_1160.wav,HIN
train_1161.wav,ITA
train_1162.wav,JPN
train_1163.wav,CHI
train_1164.wav,FRE
train_1165.wav,FRE
train_1166.wav,TEL
train_1167.wav,ARA
train_1168.wav,FRE
train_1169.wav,CHI
train_1170.wav,GER
train_1171.wav,HIN
train_1172.wav,SPA
train_1173.wav,KOR
train_1174.wav,GER
